timestamp,file,line,resp,mse,anomaly_type,suggested_fix
18:37:00,nab_data.py,338,48.802,5537.848308207845,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 18:37:00 file=nab_data.py:338 resp=48.802 msg='AUTO'
18:42:00,nab_data.py,339,40.492,5512.948270594689,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 18:42:00 file=nab_data.py:339 resp=40.492 msg='AUTO'
18:47:00,nab_data.py,340,53.17,5551.267647139328,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 18:47:00 file=nab_data.py:340 resp=53.17 msg='AUTO'
18:52:00,nab_data.py,341,46.12600000000001,5585.2338594432185,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 18:52:00 file=nab_data.py:341 resp=46.12600000000001 msg='AUTO'
18:57:00,nab_data.py,342,43.51,5533.185622844878,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 18:57:00 file=nab_data.py:342 resp=43.51 msg='AUTO'
19:02:00,nab_data.py,343,50.396,5551.856609389647,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:02:00 file=nab_data.py:343 resp=50.396 msg='AUTO'
19:07:00,nab_data.py,344,48.216,5577.826233159143,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:07:00 file=nab_data.py:344 resp=48.216 msg='AUTO'
19:12:00,nab_data.py,345,44.882,5539.4228138565195,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:12:00 file=nab_data.py:345 resp=44.882 msg='AUTO'
19:17:00,nab_data.py,346,47.404,5534.598795875511,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:17:00 file=nab_data.py:346 resp=47.404 msg='AUTO'
19:22:00,nab_data.py,347,41.1,5515.08777672614,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:22:00 file=nab_data.py:347 resp=41.1 msg='AUTO'
19:27:00,nab_data.py,348,52.98,5541.173220358372,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:27:00 file=nab_data.py:348 resp=52.98 msg='AUTO'
19:32:00,nab_data.py,349,43.474,5557.017147564724,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:32:00 file=nab_data.py:349 resp=43.474 msg='AUTO'
19:37:00,nab_data.py,350,41.106,5493.9335856141615,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:37:00 file=nab_data.py:350 resp=41.106 msg='AUTO'
19:42:00,nab_data.py,351,48.334,5499.932993367147,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:42:00 file=nab_data.py:351 resp=48.334 msg='AUTO'
19:47:00,nab_data.py,352,46.478,5526.852384648151,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:47:00 file=nab_data.py:352 resp=46.478 msg='AUTO'
19:52:00,nab_data.py,353,43.544,5471.4486030774,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:52:00 file=nab_data.py:353 resp=43.544 msg='AUTO'
19:57:00,nab_data.py,354,50.494,5506.382920189171,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 19:57:00 file=nab_data.py:354 resp=50.494 msg='AUTO'
20:02:00,nab_data.py,355,41.228,5488.014584248221,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:02:00 file=nab_data.py:355 resp=41.228 msg='AUTO'
20:07:00,nab_data.py,356,54.264,5518.300029402199,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:07:00 file=nab_data.py:356 resp=54.264 msg='AUTO'
20:12:00,nab_data.py,357,45.798,5548.61297048116,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:12:00 file=nab_data.py:357 resp=45.798 msg='AUTO'
20:17:00,nab_data.py,358,42.324,5478.939076828239,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:17:00 file=nab_data.py:358 resp=42.324 msg='AUTO'
20:22:00,nab_data.py,359,50.986,5515.934883018042,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:22:00 file=nab_data.py:359 resp=50.986 msg='AUTO'
20:27:00,nab_data.py,360,46.604,5541.190490007112,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:27:00 file=nab_data.py:360 resp=46.604 msg='AUTO'
20:32:00,nab_data.py,361,45.706,5517.487144831301,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:32:00 file=nab_data.py:361 resp=45.706 msg='AUTO'
20:37:00,nab_data.py,362,48.286,5530.211909911201,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:37:00 file=nab_data.py:362 resp=48.286 msg='AUTO'
20:42:00,nab_data.py,363,40.652,5510.547271854963,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:42:00 file=nab_data.py:363 resp=40.652 msg='AUTO'
20:47:00,nab_data.py,364,53.522,5561.807302394032,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:47:00 file=nab_data.py:364 resp=53.522 msg='AUTO'
20:52:00,nab_data.py,365,45.392,5559.063376404841,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:52:00 file=nab_data.py:365 resp=45.392 msg='AUTO'
20:57:00,nab_data.py,366,45.102,5562.363137659254,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 20:57:00 file=nab_data.py:366 resp=45.102 msg='AUTO'
21:02:00,nab_data.py,367,49.754,5578.476085431811,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:02:00 file=nab_data.py:367 resp=49.754 msg='AUTO'
21:07:00,nab_data.py,368,48.944,5613.648826885508,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:07:00 file=nab_data.py:368 resp=48.944 msg='AUTO'
21:12:00,nab_data.py,369,44.672,5555.776155994481,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:12:00 file=nab_data.py:369 resp=44.672 msg='AUTO'
21:17:00,nab_data.py,370,47.066,5554.187067692485,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:17:00 file=nab_data.py:370 resp=47.066 msg='AUTO'
21:22:00,nab_data.py,371,41.174,5544.127262759114,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:22:00 file=nab_data.py:371 resp=41.174 msg='AUTO'
21:27:00,nab_data.py,372,52.09,5563.393299987319,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:27:00 file=nab_data.py:372 resp=52.09 msg='AUTO'
21:32:00,nab_data.py,373,45.258,5557.66076958079,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:32:00 file=nab_data.py:373 resp=45.258 msg='AUTO'
21:37:00,nab_data.py,374,42.764,5554.699216867898,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:37:00 file=nab_data.py:374 resp=42.764 msg='AUTO'
21:42:00,nab_data.py,375,48.216,5555.129033827476,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:42:00 file=nab_data.py:375 resp=48.216 msg='AUTO'
21:47:00,nab_data.py,376,46.726000000000006,5594.858273688617,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:47:00 file=nab_data.py:376 resp=46.726000000000006 msg='AUTO'
21:52:00,nab_data.py,377,44.292,5543.064624814225,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:52:00 file=nab_data.py:377 resp=44.292 msg='AUTO'
21:57:00,nab_data.py,378,49.484,5562.907755827714,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 21:57:00 file=nab_data.py:378 resp=49.484 msg='AUTO'
22:02:00,nab_data.py,379,40.492,5555.017189871068,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:02:00 file=nab_data.py:379 resp=40.492 msg='AUTO'
22:07:00,nab_data.py,380,54.722,5570.73991212604,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:07:00 file=nab_data.py:380 resp=54.722 msg='AUTO'
22:12:00,nab_data.py,381,45.58600000000001,5571.964550811476,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:12:00 file=nab_data.py:381 resp=45.58600000000001 msg='AUTO'
22:17:00,nab_data.py,382,41.82,5547.919774440437,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:17:00 file=nab_data.py:382 resp=41.82 msg='AUTO'
22:22:00,nab_data.py,383,48.896,5564.025962155091,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:22:00 file=nab_data.py:383 resp=48.896 msg='AUTO'
22:27:00,nab_data.py,384,46.344,5598.095631900093,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:27:00 file=nab_data.py:384 resp=46.344 msg='AUTO'
22:32:00,nab_data.py,385,45.07,5550.92248558829,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:32:00 file=nab_data.py:385 resp=45.07 msg='AUTO'
22:37:00,nab_data.py,386,45.972,5554.463292768638,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:37:00 file=nab_data.py:386 resp=45.972 msg='AUTO'
22:42:00,nab_data.py,387,40.164,5538.061956181573,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:42:00 file=nab_data.py:387 resp=40.164 msg='AUTO'
22:47:00,nab_data.py,388,51.572,5555.611076218791,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:47:00 file=nab_data.py:388 resp=51.572 msg='AUTO'
22:52:00,nab_data.py,389,44.812,5579.653625493602,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:52:00 file=nab_data.py:389 resp=44.812 msg='AUTO'
22:57:00,nab_data.py,390,46.198,5533.372524970362,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 22:57:00 file=nab_data.py:390 resp=46.198 msg='AUTO'
23:02:00,nab_data.py,391,48.802,5549.796272822092,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:02:00 file=nab_data.py:391 resp=48.802 msg='AUTO'
23:07:00,nab_data.py,392,48.724,5581.079562970272,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:07:00 file=nab_data.py:392 resp=48.724 msg='AUTO'
23:12:00,nab_data.py,393,45.282,5548.992020750918,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:12:00 file=nab_data.py:393 resp=45.282 msg='AUTO'
23:17:00,nab_data.py,394,46.94,5540.787604968572,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:17:00 file=nab_data.py:394 resp=46.94 msg='AUTO'
23:22:00,nab_data.py,395,40.884,5519.458821717366,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:22:00 file=nab_data.py:395 resp=40.884 msg='AUTO'
23:27:00,nab_data.py,396,53.298,5558.020878562557,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:27:00 file=nab_data.py:396 resp=53.298 msg='AUTO'
23:32:00,nab_data.py,397,44.852,5579.3088491028375,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:32:00 file=nab_data.py:397 resp=44.852 msg='AUTO'
23:37:00,nab_data.py,398,43.778,5520.5809088566675,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:37:00 file=nab_data.py:398 resp=43.778 msg='AUTO'
23:42:00,nab_data.py,399,47.974,5547.106724068677,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:42:00 file=nab_data.py:399 resp=47.974 msg='AUTO'
23:47:00,nab_data.py,400,46.79,5579.451504293934,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:47:00 file=nab_data.py:400 resp=46.79 msg='AUTO'
23:52:00,nab_data.py,401,44.742,5557.85160486053,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:52:00 file=nab_data.py:401 resp=44.742 msg='AUTO'
23:57:00,nab_data.py,402,49.146,5574.36546631858,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-15 23:57:00 file=nab_data.py:402 resp=49.146 msg='AUTO'
00:02:00,nab_data.py,403,41.06399999999999,5561.844304531151,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:02:00 file=nab_data.py:403 resp=41.06399999999999 msg='AUTO'
00:07:00,nab_data.py,404,52.73,5576.386180920812,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:07:00 file=nab_data.py:404 resp=52.73 msg='AUTO'
00:12:00,nab_data.py,405,46.996,5609.635711422364,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:12:00 file=nab_data.py:405 resp=46.996 msg='AUTO'
00:17:00,nab_data.py,406,42.99800000000001,5537.444114889378,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:17:00 file=nab_data.py:406 resp=42.99800000000001 msg='AUTO'
00:22:00,nab_data.py,407,49.798,5562.113395216042,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:22:00 file=nab_data.py:407 resp=49.798 msg='AUTO'
00:27:00,nab_data.py,408,40.658,5554.270804383605,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:27:00 file=nab_data.py:408 resp=40.658 msg='AUTO'
00:32:00,nab_data.py,409,52.044,5560.658949186436,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:32:00 file=nab_data.py:409 resp=52.044 msg='AUTO'
00:37:00,nab_data.py,410,46.714,5561.741375376904,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:37:00 file=nab_data.py:410 resp=46.714 msg='AUTO'
00:42:00,nab_data.py,411,41.456,5538.531558858749,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:42:00 file=nab_data.py:411 resp=41.456 msg='AUTO'
00:47:00,nab_data.py,412,52.418,5565.402376794976,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:47:00 file=nab_data.py:412 resp=52.418 msg='AUTO'
00:52:00,nab_data.py,413,44.994,5589.757197801519,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:52:00 file=nab_data.py:413 resp=44.994 msg='AUTO'
00:57:00,nab_data.py,414,45.728,5538.209129278971,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 00:57:00 file=nab_data.py:414 resp=45.728 msg='AUTO'
01:02:00,nab_data.py,415,48.802,5559.044978493026,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:02:00 file=nab_data.py:415 resp=48.802 msg='AUTO'
01:07:00,nab_data.py,416,51.408,5598.961718322344,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:07:00 file=nab_data.py:416 resp=51.408 msg='AUTO'
01:12:00,nab_data.py,417,48.678,5591.98008464992,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:12:00 file=nab_data.py:417 resp=48.678 msg='AUTO'
01:17:00,nab_data.py,418,47.394,5582.095842812929,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:17:00 file=nab_data.py:418 resp=47.394 msg='AUTO'
01:22:00,nab_data.py,419,41.11,5563.130007448511,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:22:00 file=nab_data.py:419 resp=41.11 msg='AUTO'
01:27:00,nab_data.py,420,53.23,5603.337526499779,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:27:00 file=nab_data.py:420 resp=53.23 msg='AUTO'
01:32:00,nab_data.py,421,49.418,5652.0613001143465,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:32:00 file=nab_data.py:421 resp=49.418 msg='AUTO'
01:37:00,nab_data.py,422,43.518,5598.496798416962,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:37:00 file=nab_data.py:422 resp=43.518 msg='AUTO'
01:42:00,nab_data.py,423,49.24800000000001,5622.820992642876,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:42:00 file=nab_data.py:423 resp=49.24800000000001 msg='AUTO'
01:47:00,nab_data.py,424,45.846,5640.75003317439,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:47:00 file=nab_data.py:424 resp=45.846 msg='AUTO'
01:52:00,nab_data.py,425,47.066,5633.462220197913,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:52:00 file=nab_data.py:425 resp=47.066 msg='AUTO'
01:57:00,nab_data.py,426,47.752,5639.762920479293,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 01:57:00 file=nab_data.py:426 resp=47.752 msg='AUTO'
02:02:00,nab_data.py,427,42.066,5627.987188207677,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:02:00 file=nab_data.py:427 resp=42.066 msg='AUTO'
02:07:00,nab_data.py,428,51.708,5642.175455496949,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:07:00 file=nab_data.py:428 resp=51.708 msg='AUTO'
02:12:00,nab_data.py,429,45.976000000000006,5672.936232083191,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:12:00 file=nab_data.py:429 resp=45.976000000000006 msg='AUTO'
02:17:00,nab_data.py,430,43.474,5599.74707555923,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:17:00 file=nab_data.py:430 resp=43.474 msg='AUTO'
02:22:00,nab_data.py,431,46.58,5605.4177648761515,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:22:00 file=nab_data.py:431 resp=46.58 msg='AUTO'
02:27:00,nab_data.py,432,38.522,5589.651936113885,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:27:00 file=nab_data.py:432 resp=38.522 msg='AUTO'
02:32:00,nab_data.py,433,52.794,5614.91923685125,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:32:00 file=nab_data.py:433 resp=52.794 msg='AUTO'
02:37:00,nab_data.py,434,44.43600000000001,5604.250804913384,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:37:00 file=nab_data.py:434 resp=44.43600000000001 msg='AUTO'
02:42:00,nab_data.py,435,41.854,5586.578300434671,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:42:00 file=nab_data.py:435 resp=41.854 msg='AUTO'
02:47:00,nab_data.py,436,51.056,5618.330913744198,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:47:00 file=nab_data.py:436 resp=51.056 msg='AUTO'
02:52:00,nab_data.py,437,46.11,5651.403571906661,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:52:00 file=nab_data.py:437 resp=46.11 msg='AUTO'
02:57:00,nab_data.py,438,46.15,5616.112313577906,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 02:57:00 file=nab_data.py:438 resp=46.15 msg='AUTO'
03:02:00,nab_data.py,439,50.54,5651.51882934908,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:02:00 file=nab_data.py:439 resp=50.54 msg='AUTO'
03:07:00,nab_data.py,440,48.122,5663.377515943437,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:07:00 file=nab_data.py:440 resp=48.122 msg='AUTO'
03:12:00,nab_data.py,441,44.108,5635.032629337853,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:12:00 file=nab_data.py:441 resp=44.108 msg='AUTO'
03:17:00,nab_data.py,442,47.492,5626.806148444235,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:17:00 file=nab_data.py:442 resp=47.492 msg='AUTO'
03:22:00,nab_data.py,443,41.808,5607.871448302319,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:22:00 file=nab_data.py:443 resp=41.808 msg='AUTO'
03:27:00,nab_data.py,444,56.22,5670.889678573852,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:27:00 file=nab_data.py:444 resp=56.22 msg='AUTO'
03:32:00,nab_data.py,445,45.306,5696.027676871478,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:32:00 file=nab_data.py:445 resp=45.306 msg='AUTO'
03:37:00,nab_data.py,446,43.404,5632.989157330057,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:37:00 file=nab_data.py:446 resp=43.404 msg='AUTO'
03:42:00,nab_data.py,447,50.352,5666.967885482714,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:42:00 file=nab_data.py:447 resp=50.352 msg='AUTO'
03:47:00,nab_data.py,448,47.48,5689.250650936394,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:47:00 file=nab_data.py:448 resp=47.48 msg='AUTO'
03:52:00,nab_data.py,449,44.674,5669.62925973865,ANOMALY,Investigate (no clear reason).,C:/Users/SEJAL/Desktop/finalyear/data/sample_logs\nemo.log::2014-02-16 03:52:00 file=nab_data.py:449 resp=44.674 msg='AUTO'
